,base,clouds,cod,coord,dt,id,main,name,rain,sys,timezone,weather,wind,visibility
259,stations,{'all': 0},200.0,"{'lon': 32.57, 'lat': -25.97}",1563235909.0,1040652.0,"{'temp': 16.61, 'pressure': 1024.95, 'humidity': 84, 'temp_min': 16.61, 'temp_max': 16.61, 'sea_level': 1024.95, 'grnd_level': 1021.8}",Maputo,,"{'message': 0.0074, 'country': 'MZ', 'sunrise': 1563251734, 'sunset': 1563290129}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.18, 'deg': 6.861}",
260,stations,{'all': 50},200.0,"{'lon': 146.19, 'lat': 68.54}",1563235498.0,2126785.0,"{'temp': 15.11, 'pressure': 1009.82, 'humidity': 44, 'temp_min': 15.11, 'temp_max': 15.11, 'sea_level': 1009.82, 'grnd_level': 1003.67}",Belaya Gora,,"{'message': 0.0077, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 7.68, 'deg': 290.589}",
261,stations,{'all': 100},200.0,"{'lon': 88.61, 'lat': 27.33}",1563235910.0,1271631.0,"{'temp': 14.21, 'pressure': 1006.63, 'humidity': 95, 'temp_min': 14.21, 'temp_max': 14.21, 'sea_level': 1006.63, 'grnd_level': 776.45}",Gangtok,{'3h': 1.5},"{'message': 0.0054, 'country': 'IN', 'sunrise': 1563232823, 'sunset': 1563282139}",19800.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 0.02, 'deg': 25.463}",
262,stations,{'all': 20},200.0,"{'lon': -76.97, 'lat': 0.12}",1563235910.0,3655185.0,"{'temp': 29.4, 'pressure': 1011, 'humidity': 66, 'temp_min': 29, 'temp_max': 30}",Samana,,"{'type': 1, 'id': 8532, 'message': 0.0066, 'country': 'EC', 'sunrise': 1563188991, 'sunset': 1563232642}",-18000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.5, 'deg': 30}",10000.0
263,stations,{'all': 92},200.0,"{'lon': 47.65, 'lat': -16.8}",1563235910.0,1055059.0,"{'temp': 12.91, 'pressure': 1022.72, 'humidity': 89, 'temp_min': 12.91, 'temp_max': 12.91, 'sea_level': 1022.72, 'grnd_level': 936.1}",Tsaratanana,,"{'message': 0.0058, 'country': 'MG', 'sunrise': 1563247120, 'sunset': 1563287503}",10800.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.62, 'deg': 141.726}",
264,stations,{'all': 0},200.0,"{'lon': 57.19, 'lat': 48.59}",1563235910.0,608270.0,"{'temp': 20.31, 'pressure': 1010.87, 'humidity': 59, 'temp_min': 20.31, 'temp_max': 20.31, 'sea_level': 1010.87, 'grnd_level': 983.91}",Shubarshi,,"{'message': 0.0075, 'country': 'KZ', 'sunrise': 1563236714, 'sunset': 1563293330}",18000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.62, 'deg': 56.171}",
265,stations,{'all': 78},200.0,"{'lon': 25.75, 'lat': -5.39}",1563235910.0,211098.0,"{'temp': 25.41, 'pressure': 1011.25, 'humidity': 38, 'temp_min': 25.41, 'temp_max': 25.41, 'sea_level': 1011.25, 'grnd_level': 936.85}",Lubao,,"{'message': 0.007, 'country': 'CD', 'sunrise': 1563251262, 'sunset': 1563293874}",7200.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.45, 'deg': 149.546}",
266,stations,{'all': 100},200.0,"{'lon': 64.64, 'lat': 25.21}",1563235672.0,1168700.0,"{'temp': 27.51, 'pressure': 998.66, 'humidity': 77, 'temp_min': 27.51, 'temp_max': 27.51, 'sea_level': 998.66, 'grnd_level': 982.87}",Ormara,,"{'message': 0.0068, 'country': 'PK', 'sunrise': 1563238836, 'sunset': 1563287632}",18000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.97, 'deg': 226.134}",
267,stations,{'all': 90},200.0,"{'lon': -70.14, 'lat': -20.22}",1563235911.0,3887127.0,"{'temp': 16, 'pressure': 1015, 'humidity': 72, 'temp_min': 16, 'temp_max': 16}",Iquique,,"{'type': 1, 'id': 8492, 'message': 0.0068, 'country': 'CL', 'sunrise': 1563189353, 'sunset': 1563229002}",-14400.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 250}",10000.0
268,stations,{'all': 17},200.0,"{'lon': 47.37, 'lat': 45.39}",1563235911.0,551846.0,"{'temp': 23.21, 'pressure': 1005.44, 'humidity': 64, 'temp_min': 23.21, 'temp_max': 23.21, 'sea_level': 1005.44, 'grnd_level': 1008.44}",Kaspiyskiy,{'3h': 0.75},"{'message': 0.0056, 'country': 'RU', 'sunrise': 1563239818, 'sunset': 1563294940}",10800.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.19, 'deg': 88.927}",
269,stations,{'all': 75},200.0,"{'lon': 147.26, 'lat': -43.03}",1563235583.0,2158744.0,"{'temp': 12.16, 'pressure': 1009, 'humidity': 58, 'temp_min': 11.11, 'temp_max': 13}",Margate,,"{'type': 1, 'id': 9545, 'message': 0.0068, 'country': 'AU', 'sunrise': 1563226661, 'sunset': 1563260146}",36000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.2, 'deg': 240}",10000.0
270,stations,{'all': 11},200.0,"{'lon': 33.17, 'lat': -12.29}",1563235911.0,909299.0,"{'temp': 12.81, 'pressure': 1021.23, 'humidity': 82, 'temp_min': 12.81, 'temp_max': 12.81, 'sea_level': 1021.23, 'grnd_level': 894.2}",Lundazi,,"{'message': 0.0056, 'country': 'ZM', 'sunrise': 1563250145, 'sunset': 1563291430}",7200.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.27, 'deg': 101.258}",
271,stations,{'all': 1},200.0,"{'lon': -73.36, 'lat': 41.14}",1563235805.0,4845585.0,"{'temp': 25.48, 'pressure': 1016, 'humidity': 48, 'temp_min': 23.33, 'temp_max': 28}",Westport,,"{'type': 1, 'id': 3409, 'message': 0.0126, 'country': 'US', 'sunrise': 1563183206, 'sunset': 1563236695}",-14400.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 210}",16093.0
272,stations,{'all': 20},200.0,"{'lon': -156.47, 'lat': 20.89}",1563235561.0,5847411.0,"{'temp': 28.4, 'pressure': 1015, 'humidity': 48, 'temp_min': 26, 'temp_max': 32}",Kahului,,"{'type': 1, 'id': 7851, 'message': 0.0071, 'country': 'US', 'sunrise': 1563205991, 'sunset': 1563253806}",-36000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.7, 'deg': 60, 'gust': 10.3}",24140.0
273,stations,{'all': 75},200.0,"{'lon': -91.92, 'lat': 50.1}",1563235536.0,6148373.0,"{'temp': 26.61, 'pressure': 1002, 'humidity': 65, 'temp_min': 26, 'temp_max': 27}",Sioux Lookout,,"{'type': 1, 'id': 979, 'message': 0.0087, 'country': 'CA', 'sunrise': 1563185667, 'sunset': 1563243143}",-18000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.1, 'deg': 220}",24140.0
274,stations,{'all': 1},200.0,"{'lon': -130.32, 'lat': 54.32}",1563235471.0,6113406.0,"{'temp': 19, 'pressure': 1019, 'humidity': 72, 'temp_min': 19, 'temp_max': 19}",Prince Rupert,,"{'type': 1, 'id': 883, 'message': 0.0067, 'country': 'CA', 'sunrise': 1563193587, 'sunset': 1563253656}",-25200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.1, 'deg': 290}",14484.0
275,stations,{'all': 0},200.0,"{'lon': -4.1, 'lat': 48}",1563235912.0,2984701.0,"{'temp': 15.64, 'pressure': 1020, 'humidity': 82, 'temp_min': 15, 'temp_max': 17.22}",Quimper,,"{'type': 1, 'id': 6568, 'message': 0.0065, 'country': 'FR', 'sunrise': 1563251580, 'sunset': 1563307885}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.5, 'deg': 50}",10000.0
276,stations,{'all': 100},200.0,"{'lon': 81.12, 'lat': 6.12}",1563235597.0,1244926.0,"{'temp': 28.01, 'pressure': 1007.79, 'humidity': 78, 'temp_min': 28.01, 'temp_max': 28.01, 'sea_level': 1007.79, 'grnd_level': 1007.25}",Hambantota,,"{'message': 0.0077, 'country': 'LK', 'sunrise': 1563236884, 'sunset': 1563281673}",19800.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.37, 'deg': 267.609}",
277,stations,{'all': 66},200.0,"{'lon': 37.33, 'lat': 19.1}",1563235912.0,367544.0,"{'temp': 32.31, 'pressure': 1005.28, 'humidity': 33, 'temp_min': 32.31, 'temp_max': 32.31, 'sea_level': 1005.28, 'grnd_level': 934.61}",Sawakin,,"{'message': 0.0077, 'country': 'SD', 'sunrise': 1563246086, 'sunset': 1563293492}",7200.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.35, 'deg': 235.745}",
278,stations,{'all': 0},200.0,"{'lon': 15.16, 'lat': -26.65}",1563235584.0,3355672.0,"{'temp': 9, 'pressure': 1019, 'humidity': 100, 'temp_min': 9, 'temp_max': 9}",Luderitz,,"{'type': 1, 'id': 2260, 'message': 0.0079, 'country': 'NA', 'sunrise': 1563255991, 'sunset': 1563294229}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.1, 'deg': 190}",
279,stations,{'all': 20},200.0,"{'lon': -38.39, 'lat': -3.9}",1563235548.0,3407407.0,"{'temp': 27.86, 'pressure': 1012, 'humidity': 78, 'temp_min': 26.67, 'temp_max': 30}",Aquiraz,,"{'type': 1, 'id': 8363, 'message': 0.0067, 'country': 'BR', 'sunrise': 1563180112, 'sunset': 1563223001}",-10800.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.7, 'deg': 90}",10000.0
280,stations,{'all': 29},200.0,"{'lon': 134.64, 'lat': 67.65}",1563235913.0,2027044.0,"{'temp': 15.01, 'pressure': 1013.14, 'humidity': 39, 'temp_min': 15.01, 'temp_max': 15.01, 'sea_level': 1013.14, 'grnd_level': 987.93}",Batagay,,"{'message': 0.0096, 'country': 'RU', 'sunrise': 1563204198, 'sunset': 1563288668}",36000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.61, 'deg': 20.651}",
281,stations,{'all': 75},200.0,"{'lon': -10.8, 'lat': 6.33}",1563235913.0,2274895.0,"{'temp': 25, 'pressure': 1014, 'humidity': 94, 'temp_min': 25, 'temp_max': 25}",Monrovia,,"{'type': 1, 'id': 2389, 'message': 0.0057, 'country': 'LR', 'sunrise': 1563258927, 'sunset': 1563303755}",0.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.5, 'deg': 208.962}",10000.0
282,stations,{'all': 91},200.0,"{'lon': 75.77, 'lat': 33.31}",1563235913.0,1266475.0,"{'temp': 8.71, 'pressure': 1004.1, 'humidity': 93, 'temp_min': 8.71, 'temp_max': 8.71, 'sea_level': 1004.1, 'grnd_level': 708.41}",Kishtwar,,"{'message': 0.0056, 'country': 'IN', 'sunrise': 1563235107, 'sunset': 1563286018}",19800.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.28, 'deg': 55.155}",
283,stations,{'all': 0},200.0,"{'lon': -5.87, 'lat': 37.55}",1563235913.0,2520798.0,"{'temp': 20.53, 'pressure': 1013, 'humidity': 77, 'temp_min': 20, 'temp_max': 21.11}",Brenes,,"{'type': 1, 'id': 6444, 'message': 0.0085, 'country': 'ES', 'sunrise': 1563254064, 'sunset': 1563306251}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 210}",10000.0
284,stations,{'all': 90},200.0,"{'lon': 5.41, 'lat': 53.18}",1563235730.0,2754817.0,"{'temp': 14.24, 'pressure': 1019, 'humidity': 82, 'temp_min': 13.89, 'temp_max': 15}",Harlingen,,"{'type': 1, 'id': 1536, 'message': 0.0105, 'country': 'NL', 'sunrise': 1563247846, 'sunset': 1563307055}",7200.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.6, 'deg': 320}",10000.0
285,stations,{'all': 0},200.0,"{'lon': 75.45, 'lat': 63.2}",1563235914.0,1496503.0,"{'temp': 22.41, 'pressure': 1012.92, 'humidity': 64, 'temp_min': 22.41, 'temp_max': 22.41, 'sea_level': 1012.92, 'grnd_level': 1003.49}",Noyabrsk,,"{'message': 0.0084, 'country': 'RU', 'sunrise': 1563226007, 'sunset': 1563295271}",18000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.35, 'deg': 173.998}",
286,stations,{'all': 31},200.0,"{'lon': 57.53, 'lat': 22.93}",1563235914.0,286987.0,"{'temp': 25.61, 'pressure': 997.15, 'humidity': 42, 'temp_min': 25.61, 'temp_max': 25.61, 'sea_level': 997.15, 'grnd_level': 893.48}",Nizwa,,"{'message': 0.0056, 'country': 'OM', 'sunrise': 1563240810, 'sunset': 1563289071}",14400.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.28, 'deg': 175.9}",
287,stations,{'all': 90},200.0,"{'lon': 134.26, 'lat': 7.04}",1563235524.0,7671223.0,"{'temp': 28, 'pressure': 1009, 'humidity': 78, 'temp_min': 28, 'temp_max': 28}",Kloulklubed,,"{'type': 1, 'id': 7901, 'message': 0.0059, 'country': 'PW', 'sunrise': 1563224040, 'sunset': 1563269008}",32400.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 5.1, 'deg': 190, 'gust': 8.7}",24140.0
288,stations,{'all': 0},200.0,"{'lon': -56.83, 'lat': -26.98}",1563235565.0,3437029.0,"{'temp': 12.01, 'pressure': 1022.3, 'humidity': 83, 'temp_min': 12.01, 'temp_max': 12.01, 'sea_level': 1022.3, 'grnd_level': 1008.92}",San Patricio,,"{'message': 0.006, 'country': 'PY', 'sunrise': 1563186921, 'sunset': 1563225045}",-14400.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.04, 'deg': 146.761}",
289,stations,{'all': 53},200.0,"{'lon': -86.92, 'lat': 14.68}",1563235914.0,3609418.0,"{'temp': 22.01, 'pressure': 1013.01, 'humidity': 76, 'temp_min': 22.01, 'temp_max': 22.01, 'sea_level': 1013.01, 'grnd_level': 911.14}",San Cristobal,{'3h': 2.937},"{'message': 0.0069, 'country': 'HN', 'sunrise': 1563189958, 'sunset': 1563236452}",-21600.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.51, 'deg': 87.04}",
290,stations,{'all': 1},200.0,"{'lon': -75.98, 'lat': 36.85}",1563235544.0,4791259.0,"{'temp': 28.93, 'pressure': 1018, 'humidity': 74, 'temp_min': 26.67, 'temp_max': 31.11}",Virginia Beach,,"{'type': 1, 'id': 5216, 'message': 0.0121, 'country': 'US', 'sunrise': 1563184569, 'sunset': 1563236589}",-14400.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.69, 'deg': 92.622}",16093.0
291,stations,{'all': 46},200.0,"{'lon': 117.43, 'lat': 49.6}",1563235915.0,2035836.0,"{'temp': 22.41, 'pressure': 1005.95, 'humidity': 54, 'temp_min': 22.41, 'temp_max': 22.41, 'sea_level': 1005.95, 'grnd_level': 918.25}",Manzhouli,,"{'message': 0.0099, 'country': 'CN', 'sunrise': 1563221985, 'sunset': 1563279142}",28800.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.8, 'deg': 86.047}",
292,stations,{'all': 1},200.0,"{'lon': -94.42, 'lat': 30.04}",1563235538.0,4732862.0,"{'temp': 28.57, 'pressure': 1014, 'humidity': 83, 'temp_min': 26.67, 'temp_max': 30}",Nome,,"{'type': 1, 'id': 5230, 'message': 0.0065, 'country': 'US', 'sunrise': 1563189986, 'sunset': 1563240024}",-18000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 200}",16093.0
293,stations,{'all': 61},200.0,"{'lon': 131.18, 'lat': 49.12}",1563235915.0,2022454.0,"{'temp': 19.31, 'pressure': 1010.22, 'humidity': 88, 'temp_min': 19.31, 'temp_max': 19.31, 'sea_level': 1010.22, 'grnd_level': 966.79}",Khingansk,,"{'message': 0.0059, 'country': 'RU', 'sunrise': 1563218808, 'sunset': 1563275718}",36000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.26, 'deg': 141.443}",
294,stations,{'all': 75},200.0,"{'lon': -115.79, 'lat': 60.82}",1563235915.0,5972762.0,"{'temp': 27, 'pressure': 1007, 'humidity': 32, 'temp_min': 27, 'temp_max': 27}",Hay River,,"{'type': 1, 'id': 819, 'message': 0.007, 'country': 'CA', 'sunrise': 1563187119, 'sunset': 1563253149}",-21600.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.1, 'deg': 70}",24140.0
295,stations,{'all': 99},200.0,"{'lon': -1.35, 'lat': 60.4}",1563235520.0,2654970.0,"{'temp': 12, 'pressure': 1019, 'humidity': 100, 'temp_min': 12, 'temp_max': 12}",Brae,{'3h': 0.125},"{'type': 1, 'id': 1447, 'message': 0.0089, 'country': 'GB', 'sunrise': 1563246386, 'sunset': 1563311759}",3600.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.1, 'deg': 80}",6000.0
296,stations,{'all': 91},200.0,"{'lon': 7.07, 'lat': 5.43}",1563235519.0,2337542.0,"{'temp': 22.31, 'pressure': 1013.42, 'humidity': 97, 'temp_min': 22.31, 'temp_max': 22.31, 'sea_level': 1013.42, 'grnd_level': 1003.51}",Naze,,"{'message': 0.0052, 'country': 'NG', 'sunrise': 1563254724, 'sunset': 1563299380}",3600.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.47, 'deg': 154.117}",
297,stations,{'all': 43},200.0,"{'lon': -50.82, 'lat': -1.94}",1563235916.0,3391412.0,"{'temp': 24.81, 'pressure': 1010.81, 'humidity': 74, 'temp_min': 24.81, 'temp_max': 24.81, 'sea_level': 1010.81, 'grnd_level': 1008.02}",Portel,,"{'message': 0.0064, 'country': 'BR', 'sunrise': 1563182910, 'sunset': 1563226171}",-10800.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.03, 'deg': 57.653}",
298,stations,{'all': 3},200.0,"{'lon': 22.64, 'lat': 32.77}",1563235916.0,87205.0,"{'temp': 27.21, 'pressure': 1004.18, 'humidity': 65, 'temp_min': 27.21, 'temp_max': 27.21, 'sea_level': 1004.18, 'grnd_level': 1002.9}",Darnah,,"{'message': 0.0064, 'country': 'LY', 'sunrise': 1563247940, 'sunset': 1563298689}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.76, 'deg': 127.248}",
299,stations,{'all': 40},200.0,"{'lon': -84.99, 'lat': 12.05}",1563235916.0,3615813.0,"{'temp': 27, 'pressure': 1011, 'humidity': 78, 'temp_min': 27, 'temp_max': 27}",Villa Sandino,,"{'type': 1, 'id': 7178, 'message': 0.0104, 'country': 'NI', 'sunrise': 1563189762, 'sunset': 1563235721}",-21600.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.1, 'deg': 80}",10000.0
300,stations,{'all': 75},200.0,"{'lon': -118.19, 'lat': 50.99}",1563235916.0,6121621.0,"{'temp': 18, 'pressure': 1015, 'humidity': 72, 'temp_min': 18, 'temp_max': 18}",Revelstoke,,"{'type': 1, 'id': 922, 'message': 0.0074, 'country': 'CA', 'sunrise': 1563191728, 'sunset': 1563249693}",-25200.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 6.7, 'deg': 160, 'gust': 9.3}",14484.0
301,stations,{'all': 7},200.0,"{'lon': -24.5, 'lat': 14.9}",1563235494.0,3374210.0,"{'temp': 23.01, 'pressure': 1014.91, 'humidity': 88, 'temp_min': 23.01, 'temp_max': 23.01, 'sea_level': 1014.91, 'grnd_level': 1014.97}",Sao Filipe,,"{'message': 0.0074, 'country': 'CV', 'sunrise': 1563174952, 'sunset': 1563221494}",-3600.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.34, 'deg': 16.217}",
302,stations,{'all': 0},200.0,"{'lon': 46.09, 'lat': 36.2}",1563235916.0,117392.0,"{'temp': 13.51, 'pressure': 1005.08, 'humidity': 42, 'temp_min': 13.51, 'temp_max': 13.51, 'sea_level': 1005.08, 'grnd_level': 839.27}",Mitu,,"{'message': 0.0071, 'country': 'IR', 'sunrise': 1563241802, 'sunset': 1563293571}",16200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.35, 'deg': 217.491}",
303,stations,{'all': 100},200.0,"{'lon': 159.95, 'lat': 59.08}",1563235917.0,2122262.0,"{'temp': 9.51, 'pressure': 1009.22, 'humidity': 93, 'temp_min': 9.51, 'temp_max': 9.51, 'sea_level': 1009.22, 'grnd_level': 1010.79}",Palana,{'3h': 0.126},"{'message': 0.0075, 'country': 'RU', 'sunrise': 1563208338, 'sunset': 1563272379}",43200.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 11.28, 'deg': 206.931}",
304,stations,{'all': 75},200.0,"{'lon': 140.83, 'lat': 35.73}",1563235541.0,2112802.0,"{'temp': 19.85, 'pressure': 1014, 'humidity': 94, 'temp_min': 19.44, 'temp_max': 20}",Hasaki,,"{'type': 1, 'id': 7955, 'message': 0.013, 'country': 'JP', 'sunrise': 1563219126, 'sunset': 1563270768}",32400.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 4.6, 'deg': 30}",8000.0
305,stations,{'all': 1},200.0,"{'lon': -82.53, 'lat': 33.19}",1563235917.0,4231997.0,"{'temp': 32.44, 'pressure': 1018, 'humidity': 49, 'temp_min': 29.44, 'temp_max': 36}",Avera,,"{'type': 1, 'id': 2827, 'message': 0.0083, 'country': 'US', 'sunrise': 1563186696, 'sunset': 1563237607}",-14400.0,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]","{'speed': 1.5, 'deg': 340}",16093.0
306,stations,{'all': 100},200.0,"{'lon': -45.24, 'lat': 60.14}",1563235544.0,3421765.0,"{'temp': 4.11, 'pressure': 1015.35, 'humidity': 96, 'temp_min': 4.11, 'temp_max': 4.11, 'sea_level': 1015.35, 'grnd_level': 1007.62}",Nanortalik,,"{'message': 0.0065, 'country': 'GL', 'sunrise': 1563170565, 'sunset': 1563235837}",-7200.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.68, 'deg': 191.317}",
307,stations,{'all': 89},200.0,"{'lon': 12.69, 'lat': 67.67}",1563235666.0,3137469.0,"{'temp': 9.61, 'pressure': 1016.76, 'humidity': 87, 'temp_min': 9.61, 'temp_max': 9.61, 'sea_level': 1016.76, 'grnd_level': 1016.82}",Sorland,,"{'message': 0.0072, 'country': 'NO', 'sunrise': 1563233758, 'sunset': 1563317648}",7200.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 6.46, 'deg': 356.092}",
308,stations,{'all': 1},200.0,"{'lon': 36.46, 'lat': 56.57}",1563235917.0,502265.0,"{'temp': 9.31, 'pressure': 1011.51, 'humidity': 89, 'temp_min': 9.31, 'temp_max': 9.31, 'sea_level': 1011.51, 'grnd_level': 994.55}",Mirnyy,,"{'message': 0.0074, 'country': 'RU', 'sunrise': 1563239154, 'sunset': 1563300841}",10800.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.38, 'deg': 197.035}",
309,stations,{'all': 4},200.0,"{'lon': -9.73, 'lat': 29.7}",1563235657.0,2527089.0,"{'temp': 20.31, 'pressure': 1012.64, 'humidity': 89, 'temp_min': 20.31, 'temp_max': 20.31, 'sea_level': 1012.64, 'grnd_level': 1011.01}",Tiznit,,"{'message': 0.0064, 'country': 'MA', 'sunrise': 1563256130, 'sunset': 1563306038}",3600.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.03, 'deg': 330.164}",
310,stations,{'all': 0},200.0,"{'lon': 26.6, 'lat': -10.88}",1563235918.0,923058.0,"{'temp': 11.21, 'pressure': 1018.77, 'humidity': 58, 'temp_min': 11.21, 'temp_max': 11.21, 'sea_level': 1018.77, 'grnd_level': 860.92}",Kambove,,"{'message': 0.007, 'country': 'CD', 'sunrise': 1563251584, 'sunset': 1563293145}",7200.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.95, 'deg': 139.112}",
311,stations,{'all': 20},200.0,"{'lon': -87.96, 'lat': 14.25}",1563235918.0,3602137.0,"{'temp': 22, 'pressure': 1016, 'humidity': 88, 'temp_min': 22, 'temp_max': 22}",San Jose,,"{'type': 1, 'id': 7095, 'message': 0.0076, 'country': 'HN', 'sunrise': 1563190252, 'sunset': 1563236657}",-21600.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.1, 'deg': 350}",10000.0
312,stations,{'all': 25},200.0,"{'lon': 44.84, 'lat': 53.87}",1563235918.0,555798.0,"{'temp': 11.81, 'pressure': 1012.14, 'humidity': 82, 'temp_min': 11.81, 'temp_max': 11.81, 'sea_level': 1012.14, 'grnd_level': 987.46}",Issa,,"{'message': 0.007, 'country': 'RU', 'sunrise': 1563238146, 'sunset': 1563297827}",10800.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.36, 'deg': 337.074}",
313,stations,{'all': 100},200.0,"{'lon': 42.73, 'lat': 49.58}",1563235918.0,496957.0,"{'temp': 19.11, 'pressure': 1008.31, 'humidity': 59, 'temp_min': 19.11, 'temp_max': 19.11, 'sea_level': 1008.31, 'grnd_level': 991.08}",Serafimovich,,"{'message': 0.0089, 'country': 'RU', 'sunrise': 1563239932, 'sunset': 1563297053}",14400.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.04, 'deg': 80.116}",
